Test 0: OK
Test 1: Wrong output format
Test 2: OK
Test 3: OK
Test 4: OK
Test 5: Wrong output format
Test 6: OK
Test 7: OK
Test 8: OK
Test 9: OK
Test 10: OK
Test 11: OK
Test 12: OK
Test 13: OK
Test 14: OK
Test 15: OK
Test 16: OK
Test 17: OK
Test 18: OK
Test 19: OK
Test 20: OK
Test 21: OK
Test 22: OK
Test 23: OK
Test 24: OK
Test 25: OK
Test 26: OK
Test 27: OK
Test 28: OK
Test 29: OK
Test 30: OK
Test 31: OK
Test 32: OK
Test 33: OK
Test 34: OK
Test 35: OK
Test 36: OK
Test 37: OK
Test 38: OK
Test 39: OK
Test 40: Wrong output format
Test 41: Wrong answer on word 0: expected AAAAAAAAAAABBBBAAAAAAAAABBBABAAABBBABABB, found NOPAGE
Test 42: Wrong output format
Test 43: OK
Test 44: Wrong output format
Test 45: Wrong output format
Test 46: Wrong output format
Test 47: Wrong output format
Test 48: Wrong output format
Test 49: Wrong output format
Test 50: Wrong output format
Test 51: Wrong answer on word 0: expected AAAAAAAAAABAABAAAABAABAABABAABAABABBAABB, found NOPAGE
Test 52: Wrong output format
Test 53: OK
Test 54: Wrong output format
Test 55: Wrong output format
Test 56: Wrong output format
Test 57: Wrong output format
Test 58: Wrong output format
Test 59: Wrong output format
Test 60: OK
Test 61: OK
Test 62: OK
Test 63: OK
Test 64: OK
Test 65: Wrong output format
Test 66: Wrong output format
Test 67: Wrong output format
Test 68: Wrong output format
Test 69: Wrong output format
Test 70: Wrong output format
Test 71: Wrong output format
Test 72: Wrong output format
Test 73: Wrong output format
