 	4,1,2 		6 		 	
	4,3,2 		12 		 	
	4,4,10 		0 		 	
	14,28,14 		178290591 		 	
	100,20,25 		148201539 		 	
	4,4,3 		36 		 	
	300,300,300 		419467694 		 	
	300,300,150 		784197416 		 	
	1,1,1 		1 		 	
	2,300,2 		2 		 	
	300,10,2 		89700 		 	
	300,10,3 		996224679 		 	
	150,74,75 		631942245 		 	
	150,10,75 		756243307 		 	
	300,1,147 		745868737 		 	
	100,7,24 		7310839 		 	
	240,289,262 		0 		 	
	50,35,44 		732596863 		 	
	33,48,111 		0 		 	
	64,12,212 		0 		 	
	23,44,279 		0 		 	
	69,84,21 		349451876 		 	
	44,101,108 		0 		 	
	12,149,206 		0 		 	
	75,111,258 		0 		 	
	58,190,10 		251750298 		 	
	23,181,115 		0 		 	
	27,153,209 		0 		 	
	56,224,299 		0 		 	
	69,281,6 		666592259 		 	
	42,254,112 		0 		 	
	42,267,195 		0 		 	
	49,270,293 		0 		 	
	76,2,61 		392856899 		 	
	147,71,104 		667244272 		 	
	136,4,179 		0 		 	
	111,28,272 		0 		 	
	121,87,32 		752328292 		 	
	128,79,97 		436881882 		 	
	97,124,198 		0 		 	
	142,103,296 		0 		 	
	126,203,35 		168905624 		 	
	116,176,94 		787125160 		 	
	91,181,185 		0 		 	
	137,165,278 		0 		 	
	116,231,38 		242502939 		 	
	144,271,117 		512482209 		 	
	104,237,170 		0 		 	
	135,281,283 		0 		 	
	198,41,46 		309050308 		 	
	157,16,134 		316099124 		 	
	203,70,170 		180783538 		 	
	200,45,257 		0 		 	
	185,128,61 		266243489 		 	
	175,83,106 		467212189 		 	
	218,135,157 		214012640 		 	
	165,127,241 		0 		 	
	215,165,71 		694950986 		 	
	151,223,118 		253059109 		 	
	221,183,220 		282811922 		 	
	174,221,276 		0 		 	
	157,255,14 		269282528 		 	
	205,259,104 		463350099 		 	
	221,292,194 		836143583 		 	
	182,236,248 		0 		 	
	228,43,73 		881055729 		 	
	255,58,139 		210659146 		 	
	296,4,197 		47260663 		 	
	263,5,237 		157284222 		 	
	290,116,20 		519880426 		 	
	239,121,150 		172734297 		 	
	268,116,208 		663458666 		 	
	292,108,236 		576228657 		 	
	270,184,45 		797104041 		 	
	283,152,120 		273810281 		 	
	283,223,224 		990043966 		 	
	265,188,244 		693927072 		 	
	293,263,64 		621495630 		 	
	297,292,94 		691043977 		 	
	254,232,225 		461509803 		 	
	287,263,282 		630465772 		 	
	218,219,258 		0 		 	
	152,156,273 		0 		 	
	289,274,287 		704322209 		 	
	235,197,249 		0 		 	
	207,191,195 		612845869 		 	
	283,188,292 		0 		 	
	285,160,197 		275490213 		 	
	177,222,283 		0 		 	
	217,213,290 		0 		 	
	256,244,255 		962427540 		 	
	286,240,285 		959444329 		 	
	150,188,156 		0 		 	
	246,172,206 		575248215 		 	
	265,279,239 		877501162 		 	
	166,170,206 		0 		 	
	293,172,213 		47264865 		 	
	241,175,226 		364939486 		 	
	279,231,189 		933587926 		 	
	186,180,217 		0 		 	
	176,199,249 		0 		 	
	188,277,230 		0 		 	
	254,296,175 		842249849 		 	
	228,221,187 		595945492 		 	
	265,230,260 		903420670 		 	
	288,266,230 		159666371 		 	
	216,183,274 		0 		 	
	224,204,295 		0 		 	
	258,158,238 		639378104 		 	
	293,235,262 		447849095 		 	
	152,224,190 		0 		 	
	300,100,200 		95648989 		 	
	300,100,150 		117957987 		 	
	298,276,299 		0 		 	



