	1,1,1,1,2,2		2,3			


	0,0,0,0,0,0		0,0			


	4,7,-2,5,1,9					


	1,5,-1,4,3,6		8,9			


	-2,5,-10,0,8,1					


	-5,4,-4,2,-3,1					


	-10,3,-10,3,-1,0					


	45,40,-31,36,21,25					


	25,35,-22,36,-38,30					


	-13,12,-17,18,31,24					


	-9,21,-6,21,22,5		24,26			


	24,23,23,24,47,47		47,70			


	28,12,21,32,10,30					


	28,44,-1,12,5,24					


	38,32,1,0,46,2					


	19,45,18,6,-2,18					


	-9,37,6,6,44,0					


	-22,47,-25,47,47,0		47,47			


	37,4,10,15,7,39					


	-12,14,-14,44,-42,0					


	9,16,-1,16,20,20		26,36			


	1,21,1,18,22,19		29,37			


	-1,25,-6,33,35,16		37,41			


	-2,25,-8,20,22,13		29,33			


	-3,40,-4,35,41,27		51,62			


	4,14,10,15,18,25		27,39			


	4,15,2,17,21,17		25,32			


	-2,19,1,24,29,13		28,32			


	-6,34,12,25,40,25		42,50			


	7,30,0,32,45,24		43,54			


	8,35,8,35,42,44		57,79			


	8,36,8,37,44,45		59,81			


	6,36,7,36,43,42		57,78			


	7,36,7,37,44,43		58,79			


	6,39,7,38,45,45		61,83			


	7,35,7,36,42,43		57,78			


	7,36,7,36,43,43		58,79			


	7,36,8,35,43,43		57,78			


	7,37,7,36,44,43		58,79			


	8,37,7,37,45,44		59,81			


	0,24,-2,26,30,18		34,42			


	3,27,1,30,36,25		41,52			


	-3,23,0,25,27,18		33,41			


	0,25,2,24,28,23		36,47			


	47,47,47,47,47,47					


	-47,47,-47,47,-47,47					


	-47,0,-47,0,-47,0					


	2,2,12,3,4,15		15,17			


	11,4,4,7,11,15		15,19			


	5,13,-7,11,10,12		19,22			


	4,6,7,2,8,11		11,13			


	15,12,5,8,20,20		27,28			


	0,1,-1,1,1,0		1,1			


	1,1,-1,1,1,1		2,2			


	1,1,-1,2,2,1		2,2			


	0,1,0,3,1,3		4,4			


	-1,1,0,1,1,0		1,1			


	-5,6,2,6,6,3		8,9			


	-1,3,-2,4,3,1		4,4			


	1,1,0,0,1,1					


	0,1,0,1,1,1		2,2			


	-8,11,1,13,13,4		14,15			


