	{1,4,3} {2,3,1} {1,5,2}		1
	{4,10,5,8,8} {5,10,7,7,10} {5,8,10,7,3}		2
	{1,2,3,4,100} {4,3,2,1,100} {2,4,1,3,100}		3
	{4,4,4,4} {3,3,3,3} {8,8,8,8}		1
	{9,5,8,3,8,5,3,2,6,9,8,2,7,1,1,2,1,6,6,5,5,6,2,6,1,6,7,2,7,8,3,4,3,8,6,1,3,8,9,8,8,6,8,3,4,6,2,3,9,8} {7,5,4,7,1,4,1,5,3,7,1,3,9,1,2,5,9,4,2,8,1,7,2,6,9,4,2,9,6,2,7,1,4,1,7,2,3,5,5,3,1,5,6,9,6,7,4,5,8,3} {1,8,9,1,2,9,4,4,8,7,3,3,7,6,1,3,5,1,7,9,4,7,3,7,6,8,4,8,1,2,1,8,8,1,8,9,7,9,1,3,6,3,5,2,6,3,4,9,4,1}		7
	{1651991161,111481592,1400022452,1514457529,12372646,1575634936,33060375,1278136755,394361080,1124715012,54763008,786469436,1347219423,332654597,320997792,471216710,1354667141,450554307,202090594,24662275,1511895588,956167082,1270726444,1261440103,430228421,235116664,1591867171,1306131116,1855586418,82862567,801147645,1360093930,46860509,53686448,727067810,59233154,1629321384,612644536,1189886260,23682464,1737359547,1244649267,662668250,937095322,1577303863,983666041,1408312031,784487356,1434220347,1610402624} {661665981,798632286,419086057,1932392424,60072389,849314478,20025440,1504455910,7961945,1875611857,1587318476,809109589,1088222138,1634178984,862796037,1815289947,1545928489,344633772,280450834,588331100,220832586,17810382,1832980366,883500835,807422054,1262800580,1867166875,68250436,47287936,1153903574,1678653059,561470268,1952535859,97739117,346379043,1865124599,799569945,366404482,1222096860,807531889,94532690,661931688,1616641477,1182754827,148627023,331953865,850561126,1694555511,676587636,1131011959} {135402962,897420221,1001338691,1968383327,1780921055,1808760744,1083700259,1500604282,1877011179,983504545,507024207,1408180590,1544974812,312076417,1358436057,1891353855,29717367,10522353,110274688,1251814227,818054241,204807378,1913745914,287212069,1387562204,62372937,619165934,90639681,1609444799,1295753569,1221651640,1744847760,45690142,75506682,1565747439,1826611196,1884267426,501964049,1179731829,1613794956,1485468593,1686756035,874491897,882959757,1998832452,85444305,626829963,28549819,95966657,737104650}		13
	{5,3,3,2,5,3,3,5,1,1,4,5,1,2,3} {5,4,1,6,3,4,5,4,3,5,1,6,1,2,5} {5,6,2,5,5,4,2,1,2,6,6,4,4,4,5}		6
	{2000000000,2000000000} {2000000000,2000000000} {2000000000,2000000000}		1
	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50} {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50} {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50}		1
	{1,2,3,4,5,6,7,8,9,10,11,8,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,9,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50} {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,100,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,1,39,40,41,42,43,44,45,46,47,48,49,50} {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,11,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,2,47,48,49,50}		2
	{10,2,3,4,5,6,7,8,9,10,11,8,8,14,15,16,8,8,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,4,9,36,37,38,39,4,41,42,43,44,45,46,47,48,49,50} {1,2,3,4,5,6,7,8,9,10,11,12,8,14,15,16,8,8,19,20,21,100,23,24,25,26,4,28,29,12,31,32,33,34,35,36,37,1,39,4,41,42,43,12,45,46,47,15,49,50} {1,2,3,4,5,6,7,8,9,10,11,12,8,14,15,16,8,8,19,20,21,22,23,24,25,11,27,28,29,30,31,32,12,34,35,36,12,12,39,40,41,42,43,44,45,2,47,48,49,1}		3
	{42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42} {42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42} {42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42}		1
	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,100,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50} {50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,100,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1} {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,100,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50}		46
	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,100} {50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,100} {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,100}		48
	{982255212,1591201934,1364151705,1967282971,1934934564,171953693,1642708563,1592060928,1019812637,803621400,57176556,1748659739,1706934930,1972445954,1832694917,94488855,1927853080,632122008,560763327,1241108935,1188172294,839356499,1238719516,1419642826,875293247,1743714624,1000085112,1008137330,1048383065,1676521102,1591223686,1335243596,727717857,272409134,1789349157,77094585,1323270077,854474481,1198160758,1251729629,1361075570,968986483,1023885716,111017833,1726279994,1969634629,313530303,180534902,514099659,264437667} {1036232946,1464009973,1964352679,30225195,210198447,312111867,130662882,698288605,779701224,1506160730,1858474536,1501890788,321861612,326827997,119268359,40288093,445800496,950408588,219341612,524050343,268353489,676287567,49836710,1111939713,528499130,1058872676,237394149,473751904,18179143,753910253,680145527,952642393,493091650,1431497998,1309806150,160332293,392673828,1313080042,1986277447,679932341,1961954927,717977327,1058407807,344378977,936087559,1800044987,631849514,928404651,54417261,296510741} {1702621433,943068251,648259504,633901634,1543432251,1356539817,1388546057,1920437540,926656467,1061490887,1149863650,718097534,723849435,1702833404,105771601,866065856,1399567834,10671795,127679419,1599518900,545566822,70518240,1484413608,182334839,688846604,1426293801,1761972364,1414462744,1735728245,852688906,1641865580,126260019,270413452,1208682634,1416166211,1186807040,86383255,1996288181,1666110474,1425674272,1119521059,1596809296,543552567,359389580,889885328,271797547,1962249629,1397527322,1195637564,131938908}		14
	{14,38,67,79,95,98,54,64,18,23,76,99,80,56,72,94,56,95,77,4,46,8,96,46,58,16,83,48,13,37,91,12,33,84,37,20,98,48,77,11,49,25,3,31,40,67,70,43,21,77} {48,85,3,68,79,22,60,64,74,34,85,83,80,78,5,58,86,25,55,42,80,85,93,22,62,91,56,2,79,45,55,30,8,17,52,71,59,92,86,58,89,68,75,81,52,66,9,14,87,72} {62,37,40,36,16,41,41,73,89,28,89,45,66,30,84,2,82,42,36,74,40,27,77,4,19,28,18,67,81,51,25,57,89,98,67,45,83,36,90,8,30,8,95,93,33,31,99,77,75,27}		11
	{9,6,2,7,9,2,3,5,1,8,9,3,8,3,4,5,5,6,3,3,9,8,6,1,9,7,4,4,5,6,8,5,9,1,5,2,5,9,8,5,7,9,2,6,7,9,2,5,1,8} {7,2,9,9,7,6,5,4,8,4,3,5,4,9,3,8,3,1,9,8,8,3,3,8,5,6,7,3,4,4,5,1,6,7,8,6,3,3,2,6,3,5,5,2,2,5,9,7,8,9} {2,6,5,5,8,2,3,3,6,4,9,8,7,8,6,7,7,9,9,4,2,4,5,9,2,8,7,7,2,8,1,3,7,4,8,9,3,4,9,1,8,3,6,3,2,1,2,6,4,4}		8
	{1,3,1,1,3,2,2,1,2,3} {3,2,3,2,2,3,1,1,2,2} {2,1,3,1,1,3,2,1,2,1}		2
	{2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2} {2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2} {1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2}		1
	{33,91,91,27,37,19,95,14,81,1,33,39,53,72,23,89,89,92,62,13,62,84,79,58,65,24,2,12,39,9,59,77,62,28,82,2,56,78,35,52,6,45,78,17,63,16,57,9,6,70} {65,19,22,87,17,83,38,16,99,71,76,21,3,41,91,63,6,37,7,65,54,93,52,94,27,69,58,34,14,98,89,30,26,7,49,11,88,95,67,14,47,57,36,64,10,77,67,94,83,4} {21,24,96,67,90,80,70,77,38,32,63,74,96,99,21,44,89,5,97,11,28,40,76,37,82,47,45,69,91,31,11,63,85,25,15,10,65,88,5,28,90,65,56,14,77,73,98,46,98,32}		13
	{688,831,211,189,477,552,786,741,147,25,40,619,888,865,719,463,744,884,717,540,552,819,234,46,381,89,395,349,747,399,923,874,171,716,747,683,314,177,905,262,967,663,758,132,842,322,218,40,266,187} {5,840,600,333,4,351,295,37,807,738,471,623,775,256,144,606,667,729,339,11,805,611,273,717,880,217,608,997,759,904,266,967,657,593,11,781,727,15,36,866,211,950,111,85,52,158,806,700,55,35} {357,212,496,487,220,886,545,925,503,150,19,819,610,660,185,533,100,856,201,814,129,680,647,881,29,31,72,306,684,38,508,31,685,551,774,172,755,237,612,951,290,786,215,658,523,706,380,837,85,421}		16
	{4543,557,65,1508,8813,5349,1794,7356,3634,704,8886,7510,8802,5103,5251,3498,7331,9053,793,1742,6685,2520,7693,1076,2824,9037,1986,5674,5800,7362,6231,6063,5580,389,568,9362,2688,3814,1033,3802,8122,4566,4591,9223,9216,9914,918,5229,2728,17} {8193,3276,467,2699,4237,5082,4161,5609,1742,1613,1424,7215,1396,3138,867,5294,2542,8963,719,8118,9909,8603,6689,2405,4169,2316,4996,4127,7287,3757,9815,502,6105,7130,5577,4813,8551,3296,5106,3560,933,3232,4937,8008,9358,668,77,1543,846,2975} {6714,9334,7906,2100,3232,3670,7563,6584,3154,4177,2482,5244,6086,3969,8074,6964,525,5699,1891,9594,6259,1919,8176,2887,1855,4412,9733,2151,6085,537,5580,269,5122,5783,6003,2253,9166,5985,3861,2260,3655,9147,755,323,2035,7149,7180,5844,4417,6573}		15
	{93911,32538,20936,48917,62474,37845,90508,84532,57300,48113,47935,58443,10104,46283,58905,52220,57296,80767,84096,64085,34572,41737,14764,2697,38908,30665,48571,5595,85529,67700,65944,6730,70577,41490,22173,19404,50769,93564,64918,53306,60106,82983,43213,59603,45093,78845,47712,42250,28970,61571} {64558,49991,35538,182,97381,93857,67285,96532,50194,82459,54189,15710,3457,3090,18681,58650,73651,55904,25335,28196,60621,72787,30715,97152,11767,68803,37999,60241,97102,86362,90037,55480,17833,93976,50100,48814,49087,93944,50998,76162,85688,95782,69373,65589,57878,40745,84019,37088,42036,74126} {30358,68785,41810,10207,86326,47987,82622,57129,69909,59726,87127,7933,93705,12587,42417,18473,10,48272,94164,15346,11507,79433,6876,72392,2872,13745,19210,66545,58142,24016,43920,45919,20458,47241,59493,56906,63046,43677,61814,14085,62533,64526,58129,901,95168,35802,25721,13378,43198,69661}		10
