	aba 		2
	babbaba 		2
	philosophersstone 		5
	knuthmorrispratt 		7
	acrushpetrtourist 		7
	makotoivan 		4
	abcdefghijklmnopqrstuvwxyz 		26
	x 		1
	bba 		1
	bbababaabaabaa 		1
	abaababaaababaabba 		5
	bbbaaaabbaabaabbbabaaaaaaabb 		4
	ba 		1
	babaaaba 		2
	bbabbabaababbbababbbbaaaaaaabbabbbbaabbbbbbaaaa 		5
	bbbaababbbbbbaababaabaaab 		3
	abbaaaa 		2
	bbaaababaaaabbbbbaabbbaa 		3
	ababbbbaabaaaaabaabababaabbaaabaa 		6
	abbababbabbbaa 		5
	bababaa 		1
	aaaaabbaaaabbaabab 		9
	baabababbaaaabbaaaaaababaabbbabbaba 		5
	aababbbbbaabbabaaaabbbbaababababbabbaaabbababbbbba 		11
	aaabaaaaaa 		4
	baabbaaabbbababba 		4
	babaaaabbbabbabbaabaabbabaa 		4
	baaaaaaaabbabbaaa 		3
	aabbbababbabbbbaaaabaaaabaabaaaabbba 		8
	abaababaabaabababbabaab 		8
	abbabababbbaaaabbaaaabaaabbbabbabbaa 		6
	aabbababbabbaababbaabbbababababbbaabaab 		11
	baabbbbaaabaabaaabababbbaaabaabab 		5
	aaababaaabaaaaaaababbbaababaabbbbbaabba 		9
	bababb 		4
	abbaabaabbbbabaaaabbabbaaabaaabbbbababba 		8
	abaaaabbababaaababaaabbbaabbabbaabbbbbaabbaaabba 		8
	aaabbaabbbbaabaaabbbaabbababbabbabaa 		9
	aabbbbbbabbbbabbaaaabbbbbaaabaaaabaaab 		6
	kgkjjihjkggjhkjijggh 		2
	jhkjhjhgkghjhijjgggiijgkkjgghghikikigihkhkikhghkk 		6
	ijhhkgihjigjhhkikghhkh 		5
	hijjggggjhhgiihjkkijgii 		6
	kjjkkgkkjhiihhhkkggjkhjjkijjhkhkghgigjjhijkhi 		3
	jjikjgjgihkijigihjj 		3
	ghhgkkjjighhhghhgh 		5
	kkkjkiiikkijkihihigkkikhkgikjghgjjgkjjij 		1
	ghkgkkgjihkjkggjgkkkikiijgjkjhikghgjihihhhghiig 		8
	jihhgkjjhkkjiikjgg 		3
	kj 		1
	gjikjkikikjg 		6
	ig 		1
	jjjjkkjjghjgkkihjhijkjjgkhhgkjhkikghijjjkkgkgggkg 		7
	kijjiihhgjkihghhgkjkjjkjhi 		2
	khjghiijjgkgjkhigjgjggjijikjkiijki 		3
	ihhhhgkghikkkkgjggj 		4
	jjjgkigjggiihhggghiijkhikjkjghhii 		4
	hhjgghgkigjkkiiijjjkikjjjghihhgjgjkijjhij 		11
	ikhjjkjg 		4
	kjhhikkggjkhkjkkhikhgghijiiigkiigjgijijkgjkgjh 		3
	hgghijikghgjkjhkigggkjikghjghgkhghgijhjjki 		10
	khggjgikigjkkjihkkkkhijkhiigigkjjik 		5
	kigkjggiigkikjjghh 		3
	jkghjjkhkkjkijkgihgjihgighhgggkghkihgggiikjkkihg 		7
	iigigkihkhgjhjijkghhkjgjkjjigih 		7
	jjhggggghhjihikkjj 		3
	iihjhkjj 		4
	iikijhihkiggggiihhkggkhghkhhikii 		7
	kih 		1
	fy 		2
	zikjbkltvnakagmanazsyvsfxbgnvifkjghtczabqxkpf 		2
	mrpewjulnovfikpggkhvpbjhnnuiefiubxpjtplupvixi 		9
	ctoskkhzmjpvd 		5
	hdvnaznbqwzljo 		6
	lbjoqfnsozahrlpjjhxakkhofvwwsksmtyfobojrdc 		8
	oykvlbosegruxmbj 		4
	ofrbedconibeupaibqbhrsbfsyiiizbuzyswdcis 		10
	tencergxvyaajtmssvnsighuvfdssnxmkscegxyvqeeixvnxze 		8
	wtgtvejlbkxnzmxcbufwlikrpzt 		4
	jssgaihkpjcplkkixvilr 		5
	hbmfrmk 		3
	esgqtvblarjegjcfvvl 		6
	ldbgqrkal 		3
	wvurzhgvpnnrlbzbbsijdgdxpjueticwbqnvnlrpkz 		3
	tuylyhmajmdmbmgfgqxbgumjtcbqs 		3
	fblwddghhsevzhuosjeusfafrwxaofk 		10
	sqxmiybmdtvnfgysmanlealrs 		4
	zshqbonnrmhuclfuzzi 		2
	npsovhphzcghggzxkhmuzteo 		6
	jefrytnowmrcvl 		5
	kfdfalqejdkczoeyqifrmhrcrgrccvbjm 		7
	scilsb 		1
	nrlrgsewnysafebzhkrqmyobbdtkqgaakys 		6
	oqgcmafzreciidbkalrcufuudtyhzwpjxnysz 		9
	ufbmsartfadrobobrnvfdprtpunmwydygfi 		5
	bcptxzukqamlqjqnnpesotnb 		9
	axcbbhdhsuztecchhjyjfssydfajpnvxsxda 		12
	bhwkoimhvomdmhlb 		5
