 	6 101080 5500 396324 412247 58495 46559 1680 81684 		10 		 	
	5 88874 396279 597237 880235 258031 214893 320708 930580 		3 		 	
	9 267352 11896 307137 447945 375427 194282 41875 490478 		80 		 	
	7 217366 166352 213623 304880 418434 343792 355233 554631 		25 		 	
	2 286304 478063 335016 606832 186861 55432 200484 233630 		0 		 	
	2 18466 100835 10728 163888 887627 80657 143821 917656 		0 		 	
	4 496274 263388 654306 671869 570463 535598 556861 618367 		1 		 	
	9 69615 513423 532548 534611 294342 463210 249558 471264 		92 		 	
	5 180916 83072 518673 859401 32973 65582 38972 90681 		5 		 	
	10 104892 64230 326546 917720 242644 230975 312843 496349 		162 		 	
	31 274616 314585 223942 823330 28930 38505 45239 50471 		20891 		 	
	152 21846 78225 32086 98638 75455 28999 28325 98368 		15128313 		 	
	481 25278 67539 91119 92629 110798 563222 131740 724180 		1534859838 		 	
	223 22225 153571 114803 223684 374367 37193 425745 518257 		69521195 		 	
	758 305093 91978 354756 475884 436566 581254 888953 942710 		9503053716 		 	
	213 615209 466064 622047 781424 31019 82342 150649 821948 		57931217 		 	
	599 115886 232632 107519 286607 212866 126756 164397 310173 		3667059605 		 	
	651 139515 220300 53277 234999 110814 598196 396000 750463 		5119162826 		 	
	100 201589 471082 599341 831642 433024 189298 315570 461507 		2663094 		 	
	421 156483 224344 236742 633008 32937 95346 78531 170834 		884593069 		 	
	63 195017 137250 266817 365963 961501 255982 519173 968155 		424051 		 	
	780 4673 394817 262857 715269 329199 335098 216959 382575 		10726877970 		 	
	169 171370 3728 647283 909437 50423 142704 223455 361428 		22623752 		 	
	728 529626 419600 12350 604172 850111 146092 410373 880499 		8031085057 		 	
	125 265037 134919 660462 799358 29498 94631 96355 121312 		6782907 		 	
	6 83202 336187 388872 415367 4126 85984 304968 802562 		9 		 	
	139 546898 354267 647613 767747 176380 170481 285468 357831 		10318412 		 	
	119 46255 572256 261017 741445 14833 314 14428 16129 		5507681 		 	
	352 89314 555561 368967 642268 666162 647342 707504 836330 		435536688 		 	
	87 16409 52217 8185 71929 16314 13481 7031 27044 		1511179 		 	
	121 907311 319993 381460 919184 667500 57792 628539 891005 		5851734 		 	
	514 648498 790552 250703 917409 149113 620209 32418 722360 		1993765074 		 	
	87 149680 160032 136739 686731 154193 138592 92079 201770 		1528955 		 	
	295 922842 105132 142975 990946 989645 938262 712650 994968 		219118919 		 	
	371 131373 114797 497705 771816 580936 528441 116536 849403 		539589536 		 	
	728 32030 608625 471887 625981 80688 37185 59053 94366 		8076268802 		 	
	313 54966 34075 60550 108998 622122 205581 823884 829355 		273941518 		 	
	314 60 12770 2030 22371 36552 44078 131775 156643 		279545593 		 	
	272 167855 22573 214030 401243 691079 590017 418117 791688 		154726639 		 	
	520 351626 447199 275552 659283 690524 570888 210876 733603 		2085539499 		 	
	84 78176 110396 4765 191199 7994 45391 56473 60344 		1334483 		 	
	236 494193 82188 391433 513206 345856 254023 18554 482012 		86170998 		 	
	833 84890 38377 3124 90996 87182 218740 227570 643759 		13762842690 		 	
	526 3015 533 16915 27792 188904 653638 628948 740958 		2167414208 		 	
	802 4062 5373 7199 11303 137808 552594 835523 858726 		11984396107 		 	
	93 20012 359827 365581 680894 810858 805509 291655 934944 		2035607 		 	
	137 34833 142811 291200 637958 995205 503969 479159 995318 		9807518 		 	
	849 214050 328657 415892 507414 178030 5196 76139 288193 		14881463054 		 	
	867 101077 222655 42326 232766 42080 137401 86196 447165 		16214848016 		 	
	142 9381 421296 315491 780677 345491 130800 36627 391394 		11447371 		 	
	3 335937 661082 850967 997843 166090 180476 750 191767 		0 		 	
	738 185024 57948 248391 589452 225217 631271 383907 777363 		8546448890 		 	
	886 297863 356774 595132 764564 400852 144688 576390 904987 		17819499953 		 	
	394 34199 180729 624908 919368 108724 75496 89988 600933 		680589771 		 	
	398 797685 293491 158556 942367 213657 441484 144512 597919 		714237061 		 	
	983 566878 289497 581182 595528 454349 200146 269094 600875 		26938374549 		 	
	588 329001 166696 505237 680496 131459 53683 82424 183005 		3429721339 		 	
	23 301785 76073 539642 785368 234578 635763 467331 769664 		5873 		 	
	953 144775 156435 18184 336892 219848 102189 24191 488357 		23551003044 		 	
	910 116522 3290 98683 365228 484347 255151 490781 547688 		19768741585 		 	
	786 111742 4367 792700 921861 98399 995 195885 280220 		11000773416 		 	
	569 51068 682553 235371 948726 605602 233033 876126 878448 		2987667310 		 	
	628 178243 97380 657131 694984 668201 735494 583197 823037 		4413929336 		 	
	51 23582 127059 570876 626114 624290 701408 100693 719001 		169762 		 	
	6 190164 117049 286734 584955 303499 194650 113782 571623 		8 		 	
	824 917102 691013 463457 942665 35831 33621 24619 58172 		13387693475 		 	
	110 161678 138323 174404 207947 134997 669350 771339 889041 		4047110 		 	
	824 98567 113202 140815 159441 216235 9770 210386 338955 		13213536219 		 	
	927 28399 49547 47144 608508 473376 143634 377553 587410 		21003795363 		 	
	953 122100 78567 124256 372831 11240 204717 360980 630918 		23837495608 		 	
	1000 34885 196702 226508 243868 518704 780979 148741 825728 		28826404174 		 	
	1000 104107 284589 611779 817829 70637 172055 73485 271794 		28602781987 		 	
	1000 50362 7153 23096 908585 492863 201224 589441 976565 		28755934660 		 	
	1000 107438 5238 267291 358715 199943 350880 345843 735169 		28638964569 		 	
	1000 166192 184833 129608 265832 38161 126444 72901 553961 		28689410060 		 	
	1000 226094 126818 128673 324129 292451 561585 30353 638709 		28779421854 		 	
	1000 40920 536517 274043 638016 506946 90628 707046 711890 		28544075777 		 	
	1000 235163 756763 77839 835014 631022 32862 793987 924278 		28912413234 		 	
	1000 78896 264135 470437 663895 358417 604272 312 715573 		28910635637 		 	
	1000 215657 553897 915611 930784 193666 323425 130393 654599 		28696823451 		 	
	4 4 3 1 5 1 1 1 3 		0 		 	
	4 1 1 1 2 4 1 1 5 		1 		 	
	4 1 1 1 2 3 3 1 4 		1 		 	
	4 1 2 1 3 1 1 1 2 		1 		 	
	5 1 1 1 3 4 3 2 5 		3 		 	
	5 1 4 1 5 4 1 3 5 		3 		 	
	5 3 1 3 5 1 2 1 3 		3 		 	
	5 1 2 1 3 4 3 1 5 		3 		 	
	6 1 3 1 5 1 2 1 3 		11 		 	
	6 2 3 3 5 2 1 1 3 		15 		 	
