 	9 3 8 6 11 5 7 8 11 		8 		 	
	300000 3 8 6 999999997 5 7 8 999999997 		748746671709844 		 	
	300000 985630507 87425790 563581248 999999937 87797782 944618609 944054191 999999937 		749364484652325 		 	
	300000 140860447 513229178 410736925 999999937 198517093 601121366 992497434 999999937 		747826412223783 		 	
	300000 576911469 473167597 126264043 999999937 676027818 666805780 735431024 999999937 		752657319963487 		 	
	300000 80269259 344971858 867370779 999999937 905515918 66834177 343108313 999999937 		751868702767566 		 	
	300000 950395907 864670820 255271051 999999937 640893394 845087984 374045907 999999937 		750191679521870 		 	
	300000 77796041 515486512 283066250 999999937 950949759 473137279 947136850 999999937 		748963743244116 		 	
	300000 430758875 959507598 569775557 999999937 335737684 554542442 191314566 999999937 		748461278145639 		 	
	300000 687142135 754682938 919297571 999999937 126412864 597134859 536933579 999999937 		748857427270630 		 	
	300000 514580499 794009092 825844212 999999937 463307611 762233169 869992432 999999937 		748805294362227 		 	
	300000 165037669 275440669 587917523 999999937 237667668 379784392 762684734 999999937 		749398911544417 		 	
	243683 38689739 21253916 20689498 87425665 13330283 346005162 126264043 563581186 		402739693118750 		 	
	132327 80269259 11360233 200564998 666805781 170084956 331403152 343108313 735430962 		64048316216380 		 	
	2246 640893394 845087984 509375023 864670821 56712022 4944534 27795261 255270989 		313516312 		 	
	62705 41443219 374597189 352706932 473137280 463307611 762233169 922855581 947136788 		6852296316559 		 	
	145375 237667668 2580979 211803394 275440670 87879259 63739662 448666865 587917461 		85148446098875 		 	
	1976 256006816 376133036 229126830 745436683 2279590 69364425 106188726 121982812 		213054405 		 	
	82696 423940190 60066384 764740635 940920897 77755853 62194625 83965579 100907262 		15670664977085 		 	
	202745 192498320 96959725 349714545 781811136 110074391 74445509 144428827 207049742 		231404630320163 		 	
	122027 194694600 422747202 153074830 505566760 176683083 66893823 203905726 504589281 		50582144751998 		 	
	51881 10058218 71869316 45019169 82569967 24867950 86950263 11488854 120189350 		3892083691080 		 	
	4 9 6 8 10 4 8 5 10 		2 		 	
	20 30 3 71 100 78 12 50 100 		263 		 	
	300000 99097861 102766912 95284952 123456789 443104491 971853214 569775557 987654321 		749410681185726 		 	
	300000 0 1 1 300000 0 1 1 300000 		0 		 	
	300000 0 1 1 300000 0 1 299999 300000 		44999550001 		 	
	300000 0 1 1 300000 150000 1 1 300000 		0 		 	
	300000 0 1 1 300000 150000 1 299999 300000 		1687477499925001 		 	
	3 1 3 4 5 2 1 3 4 		1 		 	
	3 3 2 0 4 4 2 0 5 		0 		 	
	4 3 1 1 8 0 4 1 6 		2 		 	
	4 3 4 4 6 0 4 1 6 		0 		 	
	5 4 5 6 7 6 4 5 9 		0 		 	
	5 2 5 3 7 0 5 5 9 		4 		 	
	6 1 1 5 6 0 1 5 6 		0 		 	
	6 2 1 6 11 6 1 1 7 		1 		 	
	7 4 1 1 10 4 1 1 7 		0 		 	
	7 2 7 4 11 1 1 1 7 		2 		 	
	8 0 2 3 11 6 1 7 10 		3 		 	
	8 5 1 1 10 6 8 8 11 		8 		 	
	9 8 1 3 14 12 1 11 14 		30 		 	
	9 3 1 5 12 7 4 2 9 		2 		 	
	10 8 1 9 10 4 7 9 13 		23 		 	
	10 5 1 11 12 12 7 10 13 		23 		 	
	3 985630444 87425664 563581185 1000000000 87797719 944618546 944054128 1000000000 		0 		 	
	300000 140860384 513229178 410736925 1000000000 198517030 601121303 992497371 1000000000 		748173821391236 		 	
	300000 0 1 1 300000 100000 1 299999 300000 		1999989999800001 		 	
	300000 432523 4554432 431224 100044587 5425 12523 54254213 100044587 		750957314536063 		 	
	300000 99097861 102766912 952849562 999999961 443104491 971853214 569775557 999999987 		750725641730465 		 	
	300000 99097861 102766912 95284952 123456789 443104491 971853204 569775557 987654321 		749458199093005 		 	
