 	1,5,10 21 		7 		 	
	1,33,90,91,92,93,94,95,96,97,98 99 		12 		 	
	1,30,60 50 		2 		 	
	1,30,60,90 60 		3 		 	
	1,8,9,11,12,100 120 		37 		 	
	1,2 987654321098765 		493827160549383 		 	
	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,64,128,256,512,1000 987654321098765 		983703703814369 		 	
	1,2,3,4,5,6 2 		1 		 	
	1 47 		1 		 	
	1,47 47 		1 		 	
	1,302,402,595,596,597,598,599,600,601,602 1206 		13 		 	
	1,302,402,595,596,597,598,599,600,601,602 6026026021206 		100100100013 		 	
	1,999,1000 997002 		999 		 	
	1,999,1000 999999999997002 		1999999998999 		 	
	1,999,1000 996002 		1993 		 	
	1,997,998,999,1000 1994 		3 		 	
	1,997,998,999,1000 322142121994 		1288568483 		 	
	1,90,900,994,995,996,997,998,999,1000 1980 		25 		 	
	1,89,90,900,994,995,996,997,998,999,1000 1980 		47 		 	
	1,90,900,994,995,996,997,998,999,1000 214215499980 		4070094481 		 	
	1,2,4,8,16,32,64,128,256,512,1000 987658765498765 		982720471671273 		 	
	1,2,3,5,8,13,21,34,55,89,144,233,377,610,987 987654321154321 		986653658214953 		 	
	1,952,953,954,955,956,957,958,959,960,961,962,963,964,965,966,967,968,969,970,971,972,973,974,975,976,977,978,979,980,981,982,983,984,985,986,987,988,989,990,991,992,993,994,995,996,997,998,999,1000 987654321154321 		48395061735917 		 	
	1,5,65,66,67,68,69,70,200,1000 210 		51 		 	
	1,5,65,66,67,68,69,70,200,1000 1210 		292 		 	
	1,5,65,66,67,68,69,70,200,1000 410 		99 		 	
	1,5,70,190,191,192,193,194,195,196,197,198,199,200,1000 210 		54 		 	
	1,5,70,190,191,192,193,194,195,196,197,198,199,200,1000 280 		69 		 	
	1,5,70,191,192,193,194,195,196,197,198,199,200,1000 280 		68 		 	
	1,5,70,191,192,193,194,195,196,197,198,199,200,1000 4723521100210 		1185603796153 		 	
	1,12,45,57,62,173,192,654,721,854 9692 		1021 		 	
	1,12,45,57,62,173,192,654,721,854,857 95648 		10081 		 	
	1,12,45,57,62,173,192,654,721,854,857 95647 		10110 		 	
	1,12,45,57,62,173,192,654,721,854,857 956480 		101549 		 	
	1,12,45,57,62,173,192,654,721,849,854,857 720801 		77370 		 	
	1 5819977 		1 		 	
	1 953255819977 		1 		 	
	1,866 6 		1 		 	
	1,230,789 510829837730 		2589758364 		 	
	1,86,777,901 2359803658092 		31429127513 		 	
	1,146,225,330,719 434169 		4225 		 	
	1,21,367,563,731,987 914398942265 		45395692171 		 	
	1,45,51,293,892,901,939 32443435609 		1209286688 		 	
	1,133,198,349,574,799,906,959 4418129272051 		46070169679 		 	
	1,241,373,404,638,767,859,861,988 281082551445 		1706979060 		 	
	1,22,183,252,278,363,590,611,832,892 6700824662 		353070370 		 	
